X01,X02,X03,X04,X05,X06,X07,X08,X09,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23
5173,37405,-19,1,32,-17,-10,2162,10705,40562,47249,39252,1,6702,-8,1,-15,65119,76040,1961,8182,6,27493
4859,131459,-19,2,49,-17,-10,4490,6084,128965,121197,131643,2,4333,-8,1,-15,111657,139284,4557,4805,6,129051
651,46348,-19,1,59,-17,-10,2146,2275,19049,50402,20170,2,846,-8,1,-15,47686,51528,701,707,6,21493
1393,21649,-19,2,46,-5,-4,3217,0,27666,18358,26893,2,0,-4,2,-15,21375,26852,6125,987,6,27056
8087,81459,-22,2,36,-23,-13,28904,91857,17891,25199,50516,2,20927,-10,1,-19,28447,491852,52290,14849,2,14504
723,24360,-19,2,40,-17,-10,1425,1870,20130,21263,21771,2,786,-8,1,-15,25481,95456,1347,804,6,20082
1317,36797,-19,2,25,-17,-10,1976,1984,36937,63070,36171,3,1282,-8,1,-15,65762,75944,1372,2292,6,43406
2976,70501,-19,2,33,-17,-10,2857,3147,79863,66847,70896,1,3021,-8,1,-15,64809,88857,3447,3115,6,69682
3570,57189,-19,2,28,-17,-10,2933,10476,57341,40423,60462,1,5279,-8,2,-15,43450,106423,2597,1989,6,47730
3016,5247,-22,2,28,-17,-10,5573,1124,5985,1971,5223,1,2472,-8,2,-19,5467,359998,2047,13,14,3870
0,0,-25,1,31,-29,-16,0,0,0,0,0,1,0,-12,2,-23,0,288935,0,0,-2,0
2133,13063,-25,2,41,-23,-16,4966,12406,1557,1918,14248,2,1484,-10,1,-23,5212,155227,13920,2320,2,2351
4308,20267,-19,1,25,-17,-10,4353,5443,19846,17778,16293,1,4365,-8,2,-15,18286,20184,327,1002,6,12997
2890,24684,-19,2,34,-17,-10,2799,3018,26292,25693,26639,2,3487,-8,1,-15,27297,29357,2144,1957,6,27355
796,48094,-19,1,26,-17,-10,1833,1774,20327,48625,36833,2,677,-8,2,-15,47638,52842,1773,725,6,18783
1045,742,-22,2,60,-23,-13,708,673,696,625,691,3,691,-10,1,-19,693,61601,681,30007,2,27014
310,18843,-16,1,27,-17,-10,0,1732,21299,19367,19130,2,1680,-8,2,-7,16715,21007,1080,0,14,19327
0,0,-16,2,27,-29,-16,0,0,0,0,0,2,0,-12,2,-23,0,206864,0,0,-2,0
953,12820,-19,2,44,-17,-10,2830,1504,14438,109336,13211,2,963,-8,2,-15,109410,156881,1133,1072,6,15076
4472,40232,-19,2,39,-17,-10,1666,1709,42949,40806,42099,3,1292,-8,1,-15,44169,100227,1429,1316,6,43267
15813,49573,-16,1,40,-17,-10,3646,2642,8968,64131,7038,1,1923,-8,2,-7,71109,212282,1248,2113,6,10633
10419,81724,-19,2,44,-17,-10,6749,3615,53702,85189,48387,2,2012,-8,2,-15,77592,83283,1856,8020,6,45649
0,0,-22,2,49,-23,-16,0,0,-6,61,132,1,6,-10,1,-19,0,266853,124,1716,2,1504
29087,46576,-16,2,37,-17,-4,0,23,31000,52019,31321,3,1072,-8,2,-3,51496,49680,1571,1195,6,30538
510,7288,-19,1,28,-5,-4,2001,1084,9160,5535,8830,2,277,-8,2,-15,7227,48703,946,1006,6,7631
2654,67383,-19,2,33,-17,-10,3089,2708,71733,75330,75052,1,2500,-8,1,-15,67618,66518,3773,2419,6,73336
0,0,-16,1,22,-29,-16,0,0,0,0,0,2,0,-12,2,-23,0,19520,0,0,-2,0
777,388,-22,1,52,-23,-13,0,383,0,1618,858,2,0,-10,1,-19,0,203715,788,392,2,378
4048,19245,-19,1,31,-17,-13,4912,18879,25596,20782,11497,1,14386,-8,2,-19,5109,78356,0,0,6,1077
843,1310,-13,1,34,-23,-13,2471,1566,1709,41802,390,2,1683,-10,1,-15,44699,52624,393,0,6,378
33445,378889,-19,2,50,-17,-10,15227,14307,227136,401910,296364,2,93011,-8,1,-15,388384,404137,177944,13066,6,258249
1944,14169,-13,1,39,-5,-10,1929,2022,13506,10174,12797,2,982,-8,2,-15,11557,50196,928,935,6,13383
10532,93257,-19,1,40,-17,-10,15023,4766,91830,79167,87920,3,9583,-8,2,-15,94346,185977,5408,4465,6,84054
208,28671,-22,2,42,-23,-13,0,29024,16335,4608,22182,2,0,-8,1,-19,0,126438,21196,0,6,6238
0,0,-22,1,35,-23,-13,1256,0,2499,170,2462,2,0,-8,2,-19,1432,240085,2661,0,6,2538
3950,13611,-22,2,24,-17,-10,9046,13615,22431,379,15012,1,10321,-8,2,-19,7730,265572,3013,2776,2,2908
3009,149902,-13,1,37,-17,-10,6677,7249,78597,162924,163691,1,4724,-8,1,-15,149740,256213,8538,2882,6,71548
0,0,-25,1,24,-29,-16,0,0,0,0,0,2,0,-12,2,-23,0,20425,0,0,-2,0
3702,46389,-13,1,47,-5,-4,999,3111,47657,38914,49299,1,1488,-4,1,-7,37175,71575,1687,0,14,40916
1430,558,-22,1,37,-23,-13,1600,530,940,981,1267,2,978,-10,1,-19,1627,128622,1217,479,2,533
296,7266,-22,1,42,-17,-13,676,6609,23129,355,10622,1,12289,-8,2,-19,614,451736,6469,8775,2,8854
0,143961,-19,2,24,-17,-10,5374,2891,54340,152210,142093,1,66585,-10,2,-15,156527,149137,3506,922,6,6184
1212,38907,-13,1,24,-17,-10,1628,2098,38314,37284,35163,3,1677,-8,2,-15,38673,38394,1456,1712,6,43474
4471,81400,-19,2,25,-17,-10,3203,20263,143563,74728,133337,2,4857,-8,2,-15,69370,294334,49746,4365,6,140659
2948,3221,-19,2,35,-23,-13,1285,3275,0,23450,-1078,2,9997,-12,1,-15,21719,144053,0,0,-2,0
634,12188,-19,1,56,-17,-10,1467,1205,13699,10115,12887,3,0,-4,1,-15,11612,18533,1146,453,6,13384
0,15338,-13,2,23,-5,-4,0,2115,15872,16656,15976,2,0,-4,2,-7,14957,46848,952,1960,14,17822
0,0,-19,2,36,-29,-10,968,0,0,16131,0,2,0,-12,2,-15,12385,243739,0,0,-2,0
0,0,-16,2,31,-29,-16,0,0,0,0,0,1,0,-12,1,-23,0,130422,0,0,-2,0
0,0,-22,2,32,-29,-4,0,0,0,10363,0,2,0,-12,2,-7,2839,195391,0,4385,2,4532
15340,33525,-19,2,34,-17,-10,2059,1366,22405,30309,32524,2,2421,-8,1,-15,28863,176358,2811,12135,2,12684
5254,97768,-19,2,40,-17,-10,4242,7103,109617,102275,102898,1,3812,-8,1,-15,97371,356517,5121,78153,6,123576
48516,64633,-16,1,32,-11,-7,19332,19683,63175,47961,64820,1,15623,-8,1,-11,53111,504068,9501,10167,6,51651
4633,146171,-19,1,44,-17,-10,5738,5768,130411,179998,129667,3,5283,-8,2,-15,156654,298649,5489,4788,6,135166
0,31224,-19,1,25,-17,-10,1947,1902,30066,24141,29568,2,1099,-8,2,-15,26728,29276,934,0,6,0
4925,134876,-19,1,28,-17,-10,6181,3372,77197,123014,79976,3,4843,-8,2,-15,136825,182884,4724,4983,6,33953
1855,15399,-19,2,23,-17,-4,3268,0,17908,11880,16161,1,3103,-8,2,-15,15977,28906,1940,0,14,20037
2043,6853,-19,2,31,-17,-10,2109,4173,29874,3156,28434,1,1806,-8,1,-15,2847,243574,25877,5041,6,34059
2010,41729,-19,1,23,-17,-10,1790,2083,41974,105980,42790,2,2148,-8,2,-15,60936,108826,2074,1961,6,39720
1151,25169,-13,2,22,-17,-4,4222,0,18757,26240,21149,2,1820,-8,2,-7,26420,29576,1809,1762,6,14997
2896,94756,-19,2,44,-17,-10,3314,3701,77926,88297,83125,2,2444,-8,1,-15,92657,95307,3258,2833,6,79279
2947,76670,-19,1,28,-17,-10,2913,2477,80787,76747,83898,2,2777,-8,1,-15,83617,74535,2597,2939,6,81871
0,0,-22,1,28,-29,-16,0,0,0,49503,0,1,0,-12,2,-19,0,342446,0,0,-2,0
4861,5476,-22,1,66,-23,-13,4109,5883,7660,1318,2170,2,8091,-10,1,-19,4061,176809,2233,3793,2,3617
4084,3465,-25,2,37,-29,-16,209,3671,0,3396,0,2,0,-12,1,-23,212,196741,0,0,-2,0
0,0,-25,1,48,-29,-16,0,0,0,0,0,1,0,-12,1,-23,0,426059,0,0,-2,0
5853,173304,-19,2,36,-17,-10,8737,10230,162617,202696,162061,2,5509,-8,2,-15,191889,267106,7958,8149,6,158775
0,13348,-19,1,24,-17,-10,1179,1190,15495,10603,15181,2,2512,-8,2,-15,11765,19603,2331,4988,6,21200
4229,36864,-19,2,35,-17,-4,3550,0,37689,32234,41485,2,1555,-8,1,-15,41233,88880,1636,1671,6,38132
6930,217097,-19,2,34,-17,-10,9075,10193,203002,225739,199182,3,7410,-8,2,-15,228539,243737,7335,8266,6,206964
575,30545,-19,2,22,-17,-10,1504,1236,17762,21269,14415,2,3492,-8,2,-15,22053,21029,1127,2721,6,21130
386,392,-25,2,28,-29,-16,416,362,1527,405,349,1,1394,-12,2,-23,398,435759,385,393,-2,396
2412,330130,-19,2,42,-17,-10,17672,16658,77492,474886,73703,2,3090,-8,1,-15,424263,523017,3281,2910,6,65463
360,33585,-22,2,31,-17,-10,18381,14675,7672,322,24184,1,0,-8,2,-19,19277,241888,0,305,2,276
971,76914,-16,2,30,-17,-10,0,2984,89555,81192,81487,2,10824,-8,2,-7,74448,174261,4699,1011,14,38390
452,19575,-19,1,24,-17,-4,2747,0,448,17549,20179,2,419,-10,2,-15,20363,48349,396,397,2,426
38269,120214,-22,2,38,-23,-13,89026,116989,64131,105270,73598,1,68739,-10,1,-19,78402,209426,80405,43032,2,42766
1907,75637,-19,2,58,-17,-10,3877,4022,40523,135380,42751,3,2513,-8,1,-15,81004,126822,3037,1569,6,31748
0,78317,-16,1,34,-5,-4,3431,3073,80306,65280,74637,3,5698,-4,1,-7,71790,79841,0,3134,14,81599
0,3675,-22,2,23,-17,-4,2126,0,3157,2305,3373,2,70,-8,2,-19,3706,81248,271,0,6,-296
3035,6189,-19,2,22,-17,-10,1205,1094,6942,4766,8242,2,506,-8,2,-15,5689,69231,1519,2117,6,8651
2027,33074,-19,2,55,-17,-10,7513,2901,35529,64687,35969,3,2010,-8,2,-15,45800,219354,2296,1918,6,39162
2237,91231,-13,2,27,-17,-10,3858,2979,57129,90775,66012,1,2374,-8,2,-15,88657,88431,2313,2496,6,74824
0,69514,-13,1,44,-17,-10,3014,1721,0,76523,0,3,0,-12,2,-15,77901,75024,0,0,-2,0
1011,59099,-19,2,22,-17,-10,2780,2175,29347,59285,46829,3,2785,-8,2,-15,59454,64594,2947,2915,6,26944
7295,1050,-22,2,39,-23,-13,2113,959,816,3447,910,2,883,-10,1,-19,2139,448658,856,872,2,862
4135,258471,-19,1,45,-17,-10,9807,7352,150578,271956,260731,3,4176,-8,1,-15,242781,257081,137331,4388,6,140040
4977,155674,-19,2,25,-17,-10,13906,6944,151165,276371,140297,2,9720,-8,2,-15,144211,143288,19269,0,14,150441
3460,4840,-22,2,44,-23,-13,1878,4916,1817,1499,3253,1,8,-8,1,-19,1912,292462,2953,714,2,667
0,35749,-19,2,28,-5,-4,3418,0,-18,96001,-19,1,0,-12,2,-15,62933,119194,0,0,-2,-18
1919,7087,-19,2,36,-17,-10,1938,978,4328,17906,4624,2,941,-8,1,-15,13278,162542,482,971,6,2596
0,12187,-16,1,49,-17,-10,0,1946,0,10202,12702,2,0,-8,1,-7,9054,522829,2076,0,-2,0
0,0,-16,2,43,-29,-16,0,0,0,0,0,1,0,-12,1,-23,0,468392,0,0,-2,0
1829,53258,-19,2,37,-17,-10,1768,1962,28646,56764,50757,2,1008,-8,1,-15,47643,57640,1440,912,6,26832
685,47186,-19,1,25,-17,-10,2438,2000,18730,50204,19845,2,831,-8,2,-15,51260,50322,801,787,6,19643
953,0,-16,2,35,-29,-16,0,0,282,0,0,1,278,-12,2,-23,0,49919,0,0,-2,141
0,20950,-10,2,23,-5,-1,2106,992,19375,18356,20177,2,0,-2,2,-7,18786,19207,2149,782,14,20643
3123,9782,-19,2,33,-17,-10,2035,3299,14123,5092,11777,1,3322,-8,1,-15,7024,19145,1990,2863,6,16338
1232,31272,-22,2,33,-23,-13,46265,27509,13357,32810,28430,1,12710,-10,2,-19,42354,319486,28420,60308,2,58079
1817,71283,-16,2,23,-17,-10,0,3335,46628,71579,51048,2,1846,-8,2,-7,70917,102472,2347,1994,6,42681
1044,18728,-16,1,25,-17,-10,3,1758,20009,19535,20425,3,1039,-8,2,-7,20583,20446,1646,1007,6,20357
2184,38385,-19,1,27,-17,-10,4997,21540,45725,15070,35841,1,5113,-8,2,-15,18903,107498,3112,1941,6,6343
10897,280547,-19,1,36,-17,-10,11147,11942,254002,291198,256675,3,11380,-8,2,-15,271131,285125,12207,9785,6,280718
10706,267888,-19,1,30,-17,-10,14510,10455,165278,358799,286528,2,6976,-8,1,-15,367841,461166,11796,8108,6,173969
0,349,-22,2,24,-17,-13,860,370,47,209,366,2,48,-10,2,-19,0,162310,1,931,2,604
1018,52406,-19,2,30,-17,-10,2022,4210,30767,44269,31156,2,1087,-8,1,-15,46911,49064,1047,1137,6,29538
5191,240913,-16,1,29,1,-4,10061,29091,221344,218007,231761,3,6611,-4,2,-7,228777,235245,0,164,14,189133
0,0,-16,1,26,-29,-16,0,0,0,0,0,1,0,-12,2,-23,0,131768,0,0,-2,0
0,0,-19,1,33,-29,-13,229,0,0,33415,0,3,0,-12,2,-19,227,106724,0,0,-2,0
5946,165402,-16,2,35,-17,-10,0,7725,170024,159989,169558,2,6379,-8,1,-7,159987,214431,8307,5677,6,148353
3340,37822,-19,2,23,-17,-10,4696,3845,37893,38601,37389,2,2757,-8,2,-15,40078,127094,4119,2800,6,37736
10843,5312,-22,2,26,-23,-16,10774,5012,29166,29209,29575,1,29282,-10,2,-19,10958,278478,31862,1836,2,1817
2064,4980,-19,2,36,-17,-4,5529,0,51227,49375,47882,3,2059,-8,1,-15,49344,48744,43656,2078,6,44541
91447,291469,-19,2,51,-17,-10,16819,32573,271741,603513,307025,2,33114,-8,1,-15,258460,500739,18925,21479,6,277838
621,5361,-22,2,35,-17,-13,4311,5142,1822,455,1863,2,1841,-10,1,-19,4889,194866,0,0,2,0
3095,43981,-19,2,43,-17,-10,4756,3491,46285,40296,44810,3,2964,-8,1,-15,46665,133143,3078,2068,6,51165
10504,42980,-19,2,29,-17,-10,19577,5095,12834,79142,22737,2,2025,-8,1,-15,88804,140484,30452,20862,6,28459
156,4087,-19,2,33,-23,-13,5557,4504,0,13921,2536,2,0,-10,1,-19,5478,178042,2630,0,-2,0
4890,158538,-19,2,40,-17,-10,8315,9133,159014,180944,166257,2,4718,-8,2,-15,166243,191410,7344,5066,6,159987
219,6228,-19,2,41,-17,-10,1372,1014,6661,15960,5115,2,1551,-4,1,-15,10550,152276,1395,128,6,4590
2093,35290,-19,1,45,-17,-10,1954,1290,14264,45834,19015,2,987,-8,2,-15,42735,48521,595,3625,6,17242
804,4682,-19,2,24,-17,-10,2555,1220,546,6196,1412,2,0,-8,1,-15,8565,90827,1060,410,6,692
0,169,-25,1,23,-29,-16,355,168,152,340,-126,2,984,-12,2,-23,317,104073,0,1014,-2,930
1089,19243,-19,2,22,-17,-10,1413,1383,19161,18768,19974,2,780,-8,1,-15,19608,19099,700,981,6,20670
45713,20284,-19,2,38,-17,-10,1598,1771,20443,17132,20127,1,455,-8,2,-15,17687,22197,1240,0,6,0
9684,119206,-19,2,56,-17,-10,9839,11385,114701,112989,125608,2,10203,-8,1,-15,130002,320957,10294,9225,6,112508
2207,10889,-22,2,55,-23,-13,2913,10257,8543,6158,28739,1,26,-8,1,-19,2862,544667,31401,13,6,2630
612,16443,-16,2,46,-17,-4,1607,0,17023,16043,16962,2,978,-8,2,-7,18560,19619,941,985,6,18068
0,368,-22,2,42,-23,-13,397,843,0,371,-418,2,368,-12,1,-19,416,79843,0,1838,2,1414
12394,147348,-16,1,44,-17,-10,0,8313,163696,152192,157413,1,5955,-8,1,-7,166069,214909,5300,5579,6,162231
2176,34000,-19,2,23,-5,-4,4149,1454,30132,28754,30757,2,1016,-8,2,-15,31498,29842,0,1263,6,28282
0,-82,-16,2,25,-29,-16,0,0,-75,-76,-74,1,0,-12,2,-23,-81,106888,0,0,-2,-76
49016,17077,-22,2,42,-23,-13,11419,16326,9334,13964,11356,2,9897,-10,1,-19,10584,319562,9931,21903,2,23776
719,33413,-16,2,47,-17,-10,0,11206,18115,35922,24889,3,1655,-8,1,-7,21996,109765,800,0,14,17947
1455,4902,-22,2,23,-23,-16,6484,5361,9822,4274,15871,2,326,-8,1,-19,5487,29430,15546,0,6,1927
0,7141,-22,1,37,-17,-10,0,3747,6987,10659,3492,2,7380,-10,1,-7,6682,71666,187,3413,2,6715
390,399,-13,2,29,-23,-13,0,373,800,690,390,1,850,-10,2,-7,417,237863,444,0,6,359
25650,889,-19,2,23,-23,-13,0,915,156,8799,0,2,144,-10,2,-15,0,48133,0,516,2,516
7269,191424,-13,2,33,-17,-10,9829,7384,206309,205823,201607,1,6734,-8,2,-15,175184,238039,6541,6667,6,204432
453,48420,-19,2,28,-17,-10,1902,2414,15512,49767,36682,3,483,-8,1,-15,50384,51492,1733,462,6,14685
5328,133306,-19,2,28,-5,-4,19753,5857,136405,111638,140156,2,5097,-4,1,-15,119400,260212,5603,5480,14,151094
4866,95091,-19,1,30,-17,-10,5191,4578,90909,83120,92819,1,3841,-8,2,-15,85211,223372,3790,5261,6,104534
466,154,-22,2,37,-23,-13,263,155,322,2540,1482,1,289,-10,1,-19,288,239440,1590,157,2,154
1790,20550,-16,1,35,-17,-4,0,0,19845,23663,23308,2,806,-8,1,-3,23141,30036,922,1042,6,21127
9297,227330,-19,1,37,-17,-10,8582,6851,217102,254494,155044,3,79496,-8,1,-15,221727,230567,6484,8453,6,228483
1160,54157,-10,2,61,-17,-10,4,2350,31246,53315,53341,2,1003,-8,1,-7,49219,49927,2106,1080,6,27792
724,40965,-19,2,25,-17,-10,2653,1548,-1120,46493,20341,2,0,-8,1,-15,47249,49992,1206,20586,2,18796
0,50423,-16,1,28,-17,-10,0,2322,-1162,50020,4605,1,0,-8,2,-7,45854,48657,1037,51551,2,48835
697,658,-22,1,25,-23,-13,2480,672,1468,661,654,4,1478,-10,2,-19,2583,324947,661,0,6,698
1074,822,-22,2,48,-23,-13,103,903,355,825,0,2,379,-12,3,-19,106,178745,0,1765,2,1671
4576,35037,-19,2,34,-17,-10,2137,1661,9708,51877,23214,2,3251,-8,1,-15,44023,75188,3112,3054,6,8162
994,51629,-19,1,37,-17,-4,6394,0,46372,45678,48418,1,974,-8,3,-15,48148,49497,1256,128,6,6334
0,529,-25,2,49,-29,-16,0,547,-3,483,-3,1,0,-12,1,-23,-2,249065,0,0,-2,-3
3797,134304,-19,2,60,-17,-10,7011,4608,105873,165484,106461,3,3370,-8,2,-15,150312,159814,3458,3800,6,97271
1761,16240,-16,2,25,-17,-10,0,1240,9541,21846,17485,1,0,-4,2,-7,19319,241081,2979,269,6,1913
3040,5727,-25,2,34,-23,-16,6279,1080,46089,7451,1521,1,44027,-10,1,-23,11181,369734,1499,2912,6,48427
0,1389,-16,2,29,-17,-10,912,999,97,0,1831,1,104,-10,2,-19,914,198662,996,135,2,142
0,0,-16,2,25,-23,-13,516,0,61,0,81,1,58,-10,2,-19,447,98236,80,567,2,531
0,117944,-13,2,37,-17,-4,5924,0,140556,111074,122451,3,21816,-8,1,-7,114287,130105,5208,5161,14,142609
2076,151528,-19,2,24,-17,-10,6501,28848,63730,152426,32563,2,69529,-10,2,-15,133210,146278,1218,1606,2,51738
7294,227194,-19,1,35,-17,-10,9714,10223,239823,258218,269583,1,8120,-8,2,-15,244112,156105,9793,8044,6,227450
11410,190049,-19,2,48,-17,-4,18331,0,192236,184121,183068,3,7292,-8,2,-15,207050,223720,7210,7306,6,201991
350,369,-25,1,27,-29,-16,3911,379,0,24817,340,1,0,-12,2,-23,3894,295400,359,755,-2,713
9981,116079,-19,1,39,-17,-10,9816,6683,99404,131181,104207,1,6243,-8,1,-15,114919,231363,9410,9874,6,97764
13503,13161,-25,2,35,-29,-16,12713,13458,13487,13196,12980,1,12512,-12,1,-23,12786,518551,13200,12538,-2,13170
0,810,-16,1,31,-17,-4,846,0,839,0,847,1,0,-8,2,-19,769,227454,0,616,2,601
5463,2167,-25,2,39,-29,-16,8376,2205,10430,14040,2153,3,11576,-12,1,-23,8430,486557,2419,182,-2,185
1519,84581,-22,2,32,-23,-13,45346,88520,11721,42228,775,1,11893,-10,2,-19,43011,384418,722,8447,2,8464
408,1360,-13,1,40,-5,-4,11120,1011,1159,1128,1021,2,542,-4,1,-7,11349,190292,0,0,14,537
5097,104731,-19,1,28,-17,-10,3743,4099,103934,109073,114180,2,4855,-8,2,-15,103164,111164,4149,4283,6,104726
339,341,-25,2,41,-29,-16,702,315,360,43719,327,2,321,-12,2,-23,668,408909,304,328,-2,327
0,21295,-16,1,21,-5,-1,588,0,10691,19716,22131,3,0,-8,2,1,21905,20651,4,0,6,0
0,46538,-19,2,47,-17,-10,2161,1038,0,48164,0,3,0,-12,1,-15,48964,48041,0,0,-2,0
2719,65597,-19,2,34,-17,-10,5305,3895,72523,62389,67070,1,3197,-8,2,-15,66229,188439,5115,2541,6,66269
3617,105685,-19,2,43,-17,-10,4045,5535,98972,110021,100277,2,6965,-8,2,-15,103502,126226,4419,3502,6,103260
1250,26273,-19,2,21,-17,-10,1731,1711,26577,24826,28448,2,911,-8,2,-15,24205,28761,1435,985,6,26078
196,22101,-16,1,24,-5,-1,2411,0,18575,19024,19933,1,809,-8,2,-7,21486,18395,0,598,6,20469
4453,32575,-25,2,31,-17,-13,219,34258,30897,-78,32605,1,1186,-8,2,-23,-296,406278,1132,1329,6,33835
5454,1040,-25,2,30,-29,-16,0,1121,11136,-29,2031,1,12773,-12,2,-23,-27,372668,2020,1992,-2,1812
3268,53064,-13,2,27,-5,-4,0,4154,47756,47404,49542,1,0,-4,2,-7,43726,53569,1540,1515,6,36633
0,10598,-19,2,40,-17,-10,5210,5181,7160,9560,13308,2,2073,-8,1,-15,13472,86569,2709,233,2,218
3342,98127,-19,2,39,-17,-10,3913,4273,86681,104670,99414,1,4360,-8,2,-15,112895,295150,3658,6735,6,85768
280,42665,-19,1,24,-5,-4,4790,2072,46424,37640,42195,3,2081,-8,2,-15,44680,49538,0,6435,6,49342
4678,33739,-19,2,36,-17,-10,5571,4102,37772,50675,30484,2,5287,-8,2,-15,29855,513945,3034,5009,6,39353
9299,234935,-19,1,41,-17,-10,10590,10500,234540,212093,218731,2,7839,-8,1,-15,223958,215949,9013,8072,6,221054
3598,116774,-19,2,25,-17,-10,6198,5762,126069,147831,115498,2,3795,-8,2,-15,146131,242267,3885,3414,6,104102
0,11513,-19,2,32,-17,-10,3049,5011,-99,5296,18023,2,0,-8,1,-15,8540,180499,14724,0,-2,-105
2534,46837,-19,2,24,-5,-4,4007,3739,47443,44234,49421,2,0,-4,2,-15,48215,64268,1734,3373,14,50486
1545,37992,-19,1,30,-17,-10,1593,1606,40923,34083,41074,3,1555,-8,1,-15,39289,48266,1905,1393,6,41545
2964,23346,-19,1,40,-17,-10,1998,1514,26062,20301,24508,3,2005,-8,1,-15,21686,31679,3065,0,14,24649
481,36791,-19,2,22,-17,-10,2034,1979,17424,46143,30907,1,274,-8,2,-15,46405,50151,1897,345,6,7747
10866,294369,-19,1,48,-17,-10,13280,13688,270976,294021,281769,1,11255,-8,1,-15,308936,457583,11106,10788,6,258972
303,7876,-19,2,34,-17,-10,1532,2074,6824,4628,8267,2,532,-8,2,-15,5657,195403,956,959,6,3057
4888,155265,-19,2,52,-17,-10,146606,8662,159493,8334,159079,2,4728,-8,1,-15,157477,311800,4688,4512,6,162694
3076,35307,-16,1,43,-17,-13,0,37045,47034,0,39609,2,5604,-8,2,-23,0,209349,3168,3002,6,37853
1338,1272,-25,1,34,-5,-13,0,1266,0,0,284,2,0,-4,1,-23,0,333960,0,569,-2,591
641,15241,-13,2,46,-17,-10,1970,1568,18279,12994,16710,2,1610,-8,2,-15,15484,20192,1379,0,14,18444
0,57459,-19,1,33,-17,-10,2447,2976,62637,54427,56485,2,2936,-8,1,-15,55539,95101,2678,6905,6,63608
5507,3021,-22,1,34,-23,-13,21135,4198,14402,12492,5117,1,13995,-10,1,-19,21481,346542,5231,7405,2,7757
2680,48563,-19,2,25,-17,-10,3229,3054,44945,48763,54499,2,3091,-8,2,-15,51441,78726,2996,1646,6,42246
2814,59241,-13,1,35,-17,-10,2781,2776,59356,57443,64828,3,2495,-8,1,-15,56485,186718,2842,2440,6,55977
3986,143080,-19,2,38,-17,-10,4747,6223,112034,153790,124550,2,4076,-8,1,-15,138716,343360,3981,5071,6,125196
0,807,-16,1,24,-17,-13,0,782,12805,11257,358,2,11942,-10,2,-7,12032,21845,0,917,2,11965
4008,96374,-19,1,26,-17,-10,5086,4874,102845,91957,104811,1,4021,-8,2,-15,95616,185616,3902,3723,6,112533
1139,95047,-19,1,34,-17,-10,3844,3595,31844,79561,33545,2,1124,-8,2,-15,84407,85845,1075,1129,6,35221
2958,68388,-19,1,34,-17,-10,32548,2983,47505,44163,53473,2,1924,-8,1,-15,78119,108200,1843,2040,6,50185
6411,232642,-19,2,39,-17,-10,16740,7262,222930,216517,209425,2,7576,-8,1,-15,218820,311021,6837,10140,6,211526
0,23231,-13,2,52,-5,-4,2407,971,20249,16547,21532,2,1088,-4,1,-7,19651,30862,933,976,14,23557
3596,59682,-19,1,40,-23,-10,3097,3191,850,96248,661,2,1026,-10,2,-15,66012,77179,934,413,2,393
2156,62132,-19,2,27,-17,-10,3270,2925,53965,59205,55261,2,1983,-8,2,-15,52758,148222,1958,2035,6,52565
3564,74357,-19,2,39,-17,-10,3963,4039,85901,82617,86307,1,3094,-8,2,-15,80734,200403,3295,3308,6,85392
288,69214,-13,2,24,-17,-10,3595,1964,41442,70366,68387,2,2062,-8,2,-15,71556,261127,1547,8043,6,17863
3561,96023,-19,2,29,-17,-10,4480,4790,96568,88427,92591,1,0,-4,2,-15,89441,198865,9205,4402,6,100183
0,385,-22,1,58,-23,-13,360,406,406,403,378,3,403,-10,1,-19,394,28410,383,1356,2,1290
340,16795,-19,2,31,-17,-13,356,16642,13817,3628,14350,5,432,-8,1,-19,365,131850,641,960,6,14931
1684,46056,-13,2,28,-5,-4,3686,0,47178,48094,47552,2,0,-4,2,-7,49896,47783,4739,1764,6,49748
11044,1272,-16,2,49,-5,-1,1282,0,456,0,1541,3,0,-4,1,-19,1415,46351,444,5769,2,6061
4662,137996,-19,1,44,-17,-10,5088,5022,135588,140968,143885,1,5019,-8,1,-15,154109,195242,5409,4944,6,136309
0,31914,-16,2,22,-17,-10,0,1975,29199,30515,31856,3,1070,-8,2,-7,29616,28758,1538,1822,6,29036
15138,-10,-19,2,44,-23,-10,3431,0,6382,7490,172,2,7300,-10,2,-15,10350,20585,202,6373,2,395
2617,130924,-19,1,29,-17,-10,7532,5527,76698,151832,94402,2,2997,-8,2,-15,153171,156880,4392,4063,6,87561
2029,17154,-16,1,28,-5,-4,0,3094,11928,15615,28540,1,1982,-8,2,-7,15066,20029,0,997,6,8406
0,14670,-19,1,36,-17,-10,1616,1265,16964,16085,18753,2,870,-8,1,-15,14448,30369,1451,0,6,796
4902,15614,-19,1,31,-17,-10,2018,3199,11391,20005,9685,2,2848,-8,2,-15,15758,49362,304,2912,6,12240
1051,9510,-13,2,30,-17,-10,2333,1573,7972,44185,8493,1,504,-8,2,-15,48050,49697,467,1101,6,6851
1501,35386,-19,2,45,-17,-10,2969,1996,27012,64469,30383,3,1210,-8,1,-15,72084,81330,1351,1239,6,29078
0,0,-25,2,28,-29,-16,0,0,0,0,0,1,0,-12,2,-23,0,262780,0,0,-2,0
951,32302,-13,1,42,-17,-10,1460,1828,28875,31041,30266,2,864,-8,1,-15,27712,27960,1572,872,6,29610
